145	Research	recherche	28.6	516.9294391315585	2.8597942417102065
148	research	recherche	28.6	516.9294391315585	2.8597942417102065
144	research	recherche	28.6	516.9294391315585	2.8597942417102065
203	research	recherche	28.6	516.9294391315585	2.8597942417102065
178	research	recherche	28.6	516.9294391315585	2.8597942417102065
147	research	recherche	28.6	516.9294391315585	2.8597942417102065
432	critical	essentielle	2.66	64.61617989144482	2.8682731800773915
204	engagement	engagement	2.66	64.61617989144482	2.8682731800773915
409	temporal	temporelle	2.61	64.61617989144482	2.8819908163061907
110	affects	touche	2.61	64.61617989144482	2.8819908163061907
257	schools	écoles	9.84	193.84853967433446	2.882912050825512
259	schools	écoles	9.84	193.84853967433446	2.882912050825512
235	dialogues	dialogues	2.6	64.61617989144482	2.8847570697990808
236	dialogue	dialogue	2.6	64.61617989144482	2.8847570697990808
37	Part	partie	13.39	258.46471956577926	2.8875309966818064
367	MPs	députés	2.59	64.61617989144482	2.8875309966818064
76	completed	remplis	2.57	64.61617989144482	2.8931020417312614
48	frameworks	cadres	2.56	64.61617989144482	2.895899246352323
305	Need	besoins	13.2	258.46471956577926	2.900813261154752
157	needs	besoins	13.2	258.46471956577926	2.900813261154752
61	need	besoin	13.2	258.46471956577926	2.900813261154752
55	needs	besoins	13.2	258.46471956577926	2.900813261154752
255	needs	besoins	13.2	258.46471956577926	2.900813261154752
244	factor	facteur	2.54	64.61617989144482	2.901517238656546
415	maximum	maximale	2.53	64.61617989144482	2.9043381149981875
581	recreational	amateurs	6.04	129.23235978288963	2.9085844058796386
582	recreational	amateurs	6.04	129.23235978288963	2.9085844058796386
31	commonness	fréquence	2.51	64.61617989144482	2.910003852533865
337	challenges	expériences	16.52	323.08089945722406	2.913989055644828
80	experiences	expériences	16.52	323.08089945722406	2.913989055644828
284	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
536	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
295	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
290	Dogs	chiens	50.76	969.2426983716723	2.9297042123322705
541	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
532	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
280	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
530	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
546	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
535	Dogs	chiens	50.76	969.2426983716723	2.9297042123322705
34	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
534	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
537	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
541	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
286	dogs	chiens	50.76	969.2426983716723	2.9297042123322705
137	scenario	scénario	2.44	64.61617989144482	2.930090611100602
506	social	social	16.06	323.08089945722406	2.9405802177716214
506	social	social	16.06	323.08089945722406	2.9405802177716214
504	social	social	16.06	323.08089945722406	2.9405802177716214
505	social	social	16.06	323.08089945722406	2.9405802177716214
349	easy	facile	5.78	129.23235978288963	2.9461610811332113
434	ties	liens	12.42	258.46471956577926	2.957268192728615
260	relationships	liens	12.42	258.46471956577926	2.957268192728615
205	path	voie	9.05	193.84853967433446	2.958509966140387
206	path	voie	9.05	193.84853967433446	2.958509966140387
76	surveys	sondages	2.32	64.61617989144482	2.965492538151518
8	unique	uniques	2.31	64.61617989144482	2.968500059215473
205	unique	unique	2.31	64.61617989144482	2.968500059215473
117	aware	conscients	2.3	64.61617989144482	2.971516652754899
306	fractures	fractures	2.26	64.61617989144482	2.9836748572347087
357	life	vie	34.63	710.777978805893	2.9928915123396327
526	life	vie	34.63	710.777978805893	2.9928915123396327
358	life	vie	34.63	710.777978805893	2.9928915123396327
34	rooms	locaux	2.23	64.61617989144482	2.9928915123396327
260	life	vie	34.63	710.777978805893	2.9928915123396327
148	interviews	entretiens	2.2	64.61617989144482	3.002193905001946
436	relationship	rapports	24.51	516.9294391315585	3.008443925347117
513	ratios	rapports	24.51	516.9294391315585	3.008443925347117
490	reports	rapports	24.51	516.9294391315585	3.008443925347117
584	significant	importants	11.65	258.46471956577926	3.016311786547731
52	significant	importants	11.65	258.46471956577926	3.016311786547731
180	done	fait	27.36	581.5456190230034	3.02035717065933
311	sexual	sexuelle	14.74	323.08089945722406	3.0210623893063286
421	sexual	sexuelle	14.74	323.08089945722406	3.0210623893063286
537	negative	négatifs	2.13	64.61617989144482	3.0242420422237086
354	provider	fournisseur	2.13	64.61617989144482	3.0242420422237086
154	deadlines	délais	2.1	64.61617989144482	3.033842115952728
150	time	délai	2.1	64.61617989144482	3.033842115952728
573	severe	grave	8.29	193.84853967433446	3.03706273065277
565	severe	grave	8.29	193.84853967433446	3.03706273065277
260	main	principaux	5.12	129.23235978288963	3.048417272755696
110	global	mondiale	8.17	193.84853967433446	3.050049926179581
30	global	mondiale	8.17	193.84853967433446	3.050049926179581
321	mass	masse	5.09	129.23235978288963	3.0533232515245503
325	muscle	masse	5.09	129.23235978288963	3.0533232515245503
434	trends	tendances	2.03	64.61617989144482	3.0566073267257403
135	units	unités	14.18	323.08089945722406	3.0572654379702895
133	units	unités	14.18	323.08089945722406	3.0572654379702895
198	units	unités	14.18	323.08089945722406	3.0572654379702895
125	units	unités	14.18	323.08089945722406	3.0572654379702895
242	different	différentes	23.25	516.9294391315585	3.0590774803078022
68	different	différentes	23.25	516.9294391315585	3.0590774803078022
388	organizations	organismes	2.02	64.61617989144482	3.0599022226225925
115	sedentary	volontaire	5.05	129.23235978288963	3.059902222622593
43	isolated	isolé	1.98	64.61617989144482	3.0731914547412753
58	infections	maladies	13.86	323.08089945722406	3.078556994105907
111	disease	maladies	13.86	323.08089945722406	3.078556994105907
68	diseases	maladies	13.86	323.08089945722406	3.078556994105907
69	disease	maladies	13.86	323.08089945722406	3.078556994105907
155	pressures	pressions	1.96	64.61617989144482	3.0799028893292624
116	capacity	capacité	7.87	193.84853967433446	3.0832755738079016
116	capacity	capacité	7.87	193.84853967433446	3.0832755738079016
410	complex	complexe	1.92	64.61617989144482	3.0934624191148945
362	weak	faibles	7.75	193.84853967433446	3.0968812258636804
14	Narrow	faibles	7.75	193.84853967433446	3.0968812258636804
250	lower	faibles	7.75	193.84853967433446	3.0968812258636804
10	steroid	stéroïdes	1.88	64.61617989144482	3.10720834001953
554	extensive	vastes	1.88	64.61617989144482	3.10720834001953
347	transportation	fournitures	1.88	64.61617989144482	3.10720834001953
77	percentages	proportion	1.87	64.61617989144482	3.110674547996016
214	probability	tailles	1.85	64.61617989144482	3.117643217312109
260	teachers	enseignants	1.84	64.61617989144482	3.1211458478633114
49	policies	politiques	13.2	323.08089945722406	3.1239568124689616
94	policy	politiques	13.2	323.08089945722406	3.1239568124689616
198	readings	lectures	1.83	64.61617989144482	3.124660789970756
230	method	moyen	30.2	710.777978805893	3.125621558659553
332	mean	moyen	30.2	710.777978805893	3.125621558659553
484	medium	moyen	30.2	710.777978805893	3.125621558659553
439	possible	possible	7.5	193.84853967433446	3.1258351882266973
382	possible	possible	7.5	193.84853967433446	3.1258351882266973
440	allocation	allocation	1.81	64.61617989144482	3.1317279571938483
48	bodies	directions	1.81	64.61617989144482	3.1317279571938483
195	purpose	but	4.63	129.23235978288963	3.1317279571938483
387	barriers	barrières	1.8	64.61617989144482	3.135280358798216
183	value	valeur	12.91	323.08089945722406	3.1445760996716974
539	κ)value	valeur	12.91	323.08089945722406	3.1445760996716974
510	CENTRAL	CENTRAL	7.33	193.84853967433446	3.146013914441325
64	local	locale	7.31	193.84853967433446	3.148414875978863
59	local	locale	7.31	193.84853967433446	3.148414875978863
66	local	locale	7.31	193.84853967433446	3.148414875978863
206	shows	montre	4.49	129.23235978288963	3.1568639304653905
242	demonstrates	montre	4.49	129.23235978288963	3.1568639304653905
424	workshops	ateliers	1.73	64.61617989144482	3.1605069217438917
548	result	conduit	1.71	64.61617989144482	3.1678329618359644
414	conduits	conduits	1.71	64.61617989144482	3.1678329618359644
329	total	total	15.26	387.6970793486689	3.1709013901409793
40	total	total	15.26	387.6970793486689	3.1709013901409793
514	total	total	15.26	387.6970793486689	3.1709013901409793
76	total	total	15.26	387.6970793486689	3.1709013901409793
31	reservoir	réservoir	1.7	64.61617989144482	3.171516207252261
127	electronic	électronique	1.69	64.61617989144482	3.175213069133587
64	areas	zones	6.98	193.84853967433446	3.1888863710337967
332	events	événements	14.96	387.6970793486689	3.1895123491450046
328	events	événements	14.96	387.6970793486689	3.1895123491450046
327	events	événements	14.96	387.6970793486689	3.1895123491450046
322	events	événements	14.96	387.6970793486689	3.1895123491450046
333	events	événements	14.96	387.6970793486689	3.1895123491450046
331	events	événements	14.96	387.6970793486689	3.1895123491450046
297	safety	caractère	1.65	64.61617989144482	3.1901387193502626
113	movement	déplacement	1.64	64.61617989144482	3.1939052021457397
299	internal	interne	4.29	129.23235978288963	3.1939052021457397
434	rise	montée	1.61	64.61617989144482	3.2052905243708647
497	progressive	régulière	1.55	64.61617989144482	3.2284575836523994
438	basic	fondamental	1.55	64.61617989144482	3.2284575836523994
117	fundamental	fondamentale	1.55	64.61617989144482	3.2284575836523994
275	curve	rapport	24.51	646.1617989144481	3.231587476661327
332	ratio	rapport	24.51	646.1617989144481	3.231587476661327
445	ratio	rapport	24.51	646.1617989144481	3.231587476661327
353	cessation	arrêt	4.08	129.23235978288963	3.2343341921413846
365	barriers	obstacles	4.07	129.23235978288963	3.236300761113425
375	barrier	obstacle	4.07	129.23235978288963	3.236300761113425
368	barriers	obstacles	4.07	129.23235978288963	3.236300761113425
415	winter	hiver	1.52	64.61617989144482	3.2402455394044414
409	spring	source	9.11	258.46471956577926	3.240245539404442
410	spring	source	9.11	258.46471956577926	3.240245539404442
409	source	source	9.11	258.46471956577926	3.240245539404442
434	diplomatic	diplomatiques	1.51	64.61617989144482	3.244205940620539
462	associated	associé	6.46	193.84853967433446	3.2561821316672543
473	associated	associé	6.46	193.84853967433446	3.2561821316672543
175	African	africains	1.48	64.61617989144482	3.2561821316672543
116	regular	réguliers	1.48	64.61617989144482	3.2561821316672543
131	split	division	1.48	64.61617989144482	3.2561821316672543
59	associated	associé	6.46	193.84853967433446	3.2561821316672543
136	cost	coût	1.46	64.61617989144482	3.2642466915039847
556	screen	écran	3.91	129.23235978288963	3.2683034921995993
562	alternative	alternative	1.43	64.61617989144482	3.27646680283876
369	dangers	dangers	3.87	129.23235978288963	3.27646680283876
365	dangers	dangers	3.87	129.23235978288963	3.27646680283876
506	communal	communs	3.83	129.23235978288963	3.2846973019752754
176	African	africaine	1.4	64.61617989144482	3.288838094641307
255	academic	scolaire	1.39	64.61617989144482	3.2929961047899705
526	treatments	traitements	3.79	129.23235978288963	3.2929961047899705
199	treatments	traitements	3.79	129.23235978288963	3.2929961047899705
68	present	présentes	1.39	64.61617989144482	3.2929961047899705
560	inequalities	habitudes	8.52	258.46471956577926	3.3003144855976503
115	patterns	habitudes	8.52	258.46471956577926	3.3003144855976503
113	behaviours	habitudes	8.52	258.46471956577926	3.3003144855976503
48	individual	individuelle	1.36	64.61617989144482	3.3055748869968307
140	trial	essai	8.47	258.46471956577926	3.3055748869968307
137	trial	essai	8.47	258.46471956577926	3.3055748869968307
143	trial	essai	8.47	258.46471956577926	3.3055748869968307
130	trial	essai	8.47	258.46471956577926	3.3055748869968307
505	Squares	carrés	1.36	64.61617989144482	3.3055748869968307
362	pharmaceutical	pharmaceutique	1.35	64.61617989144482	3.3098032231063517
424	conducted	organisé	1.33	64.61617989144482	3.3183139127742605
55	organize	organisés	1.33	64.61617989144482	3.3183139127742605
409	variation	variation	1.33	64.61617989144482	3.3183139127742605
519	oral	orale	1.31	64.61617989144482	3.326897656465652
522	deposition	dépôt	1.3	64.61617989144482	3.3312173176101685
507	likely	susceptible	1.3	64.61617989144482	3.3312173176101685
517	similar	similaires	3.6	129.23235978288963	3.3333841656952585
78	Similar	similaires	3.6	129.23235978288963	3.3333841656952585
469	similar	similaire	3.6	129.23235978288963	3.3333841656952585
255	roles	rôle	8.18	258.46471956577926	3.3366432668961656
453	extent	rôle	8.18	258.46471956577926	3.3366432668961656
434	role	rôle	8.18	258.46471956577926	3.3366432668961656
537	food	aliment	3.56	129.23235978288963	3.3420988177977025
536	food	aliment	3.56	129.23235978288963	3.3420988177977025
436	medical	médicale	10.41	323.08089945722406	3.3425365503501068
49	medical	médicale	10.41	323.08089945722406	3.3425365503501068
191	medical	médicale	10.41	323.08089945722406	3.3425365503501068
420	medical	médicale	10.41	323.08089945722406	3.3425365503501068
59	compatible	compatibles	1.27	64.61617989144482	3.344289399177521
193	properties	propriétés	3.52	129.23235978288963	3.3508900832088733
539	positive	positives	1.25	64.61617989144482	3.353100028859676
411	intriguing	intrigant	1.23	64.61617989144482	3.3619889762769217
60	undetermined	indéterminée	1.23	64.61617989144482	3.3619889762769217
470	abnormal	anormale	1.23	64.61617989144482	3.3619889762769217
229	performance	performance	1.23	64.61617989144482	3.3619889762769217
404	closed	fermées	1.23	64.61617989144482	3.3619889762769217
439	manner	manière	16.89	516.9294391315585	3.363105670976997
63	mosquito	moustique	3.44	129.23235978288963	3.368707926525667
405	views	vues	3.42	129.23235978288963	3.3732124386467714
295	treated	traités	1.2	64.61617989144482	3.375472326614209
558	effects	impacts	1.19	64.61617989144482	3.3800074817796
